"Município";"2024/Mai";"2024/Jun";"2024/Jul";"2024/Ago";"2024/Set";"2024/Out";"2024/Nov";"2024/Dez";"2025/Jan";"2025/Fev";"2025/Mar";"2025/Abr";"2025/Mai";"2025/Jun";"2025/Jul";"2025/Ago";"2025/Set";"2025/Out";"2025/Nov";"2025/Dez";"2026/Jan";"2026/Fev";"Total"
"240390 FRANCISCO DANTAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240400 FRUTUOSO GOMES";5497,81;5788,27;2072,53;6158,63;6075,57;4095,57;4867,88;3215,60;5953,36;2822,55;1650,10;3130,85;4544,98;3151,12;1643,36;4176,16;4494,56;3578,79;2338,25;2707,96;-;-;77963,90
"240410 GALINHOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240420 GOIANINHA";6127,39;11736,24;4765,89;7152,91;9605,96;7103,05;9496,68;4298,19;8602,39;7890,62;3577,39;6682,41;2243,37;12604,51;11273,00;9000,23;7900,16;5809,57;3401,67;5960,34;2995,77;4086,31;152314,05
"240430 GOVERNADOR DIX-SEPT ROSADO";2921,31;923,03;2814,58;2640,46;2576,83;2810,06;3293,75;1590,16;2158,46;1053,86;3893,20;2146,53;4235,69;-;346,48;3185,63;3792,49;5018,84;1572,22;4392,57;-;-;51366,15
"240440 GROSSOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240450 GUAMARE";70950,45;48384,30;32717,81;47289,33;28242,55;47715,93;28836,72;17988,17;15220,40;14556,86;19782,19;27319,37;32069,60;37907,23;29603,65;35545,81;32073,99;49802,55;22962,10;19033,56;-;-;658002,57
"240460 IELMO MARINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240470 IPANGUACU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240480 IPUEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240485 ITAJA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240490 ITAU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240500 JACANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240510 JANDAIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240520 JANDUIS";4825,46;7425,46;5536,27;5507,01;6352,54;2683,49;3111,48;7034,32;7649,12;5599,08;5228,08;8244,30;5224,66;7502,16;4795,11;3332,10;6481,07;2308,66;3386,66;2729,75;5977,59;2810,56;113744,93
"240530 JANUARIO CICCO";1237,11;1902,25;2900,87;4671,49;1966,37;2944,09;1169,42;1160,04;2296,09;619,87;337,68;2580,61;4754,17;580,36;6406,02;3508,59;1005,37;3807,86;2968,87;3581,63;2918,20;3278,01;56594,97
"240540 JAPI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240550 JARDIM DE ANGICOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240560 JARDIM DE PIRANHAS";16959,41;10699,26;14281,52;11257,51;13655,04;9246,70;11530,51;6235,49;9717,26;8978,64;9762,05;10960,18;10673,53;6459,32;11092,76;9889,27;14592,64;8669,83;10270,83;5258,28;7256,49;8252,88;225699,40
"240570 JARDIM DO SERIDO";20655,47;72977,62;134309,82;64405,65;170236,07;123810,63;162219,34;15374,99;11225,28;14099,15;12253,62;8645,43;98090,09;11075,86;5815,73;12491,48;12493,13;7571,28;12427,21;19263,50;17290,35;12123,45;1018855,15
"240580 JOAO CAMARA";112134,29;89735,67;44094,48;110663,60;114957,77;148635,84;117335,90;96627,31;115716,06;48621,61;48410,41;87376,48;62080,88;119149,03;104290,51;110944,91;71079,35;40639,41;44908,67;37603,38;45311,37;31230,24;1801547,17
"240590 JOAO DIAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240600 JOSE DA PENHA";3036,94;3909,16;5212,81;3513,31;3935,03;5172,93;2948,82;4334,28;5656,30;3967,86;5309,94;4481,90;6338,68;13402,97;3886,92;3495,15;3889,74;4157,88;4916,83;2722,08;2829,15;715,08;97833,76
"240610 JUCURUTU";54782,25;52748,05;64695,31;63254,74;54507,80;57912,47;45997,07;34964,57;32403,18;31622,85;31357,96;32266,02;34253,54;26390,93;31522,47;68775,88;48994,02;64412,27;50317,86;48951,21;-;-;930130,45
"240615 JUNDIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240620 LAGOA D'ANTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240630 LAGOA DE PEDRAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240640 LAGOA DE VELHOS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240650 LAGOA NOVA";7643,50;4016,44;582,42;-;-;-;582,42;646,42;-;3982,09;7211,30;4141,98;-;-;-;-;-;-;-;-;-;-;28806,57
"240660 LAGOA SALGADA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240670 LAJES";10135,67;6876,92;11943,72;10707,66;12201,92;11165,52;10145,82;2849,79;6010,88;6905,57;6428,56;6955,02;6123,11;7283,83;6194,29;7818,01;11882,37;5164,24;10451,09;7576,42;1801,20;7310,86;173932,47
"240680 LAJES PINTADAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240690 LUCRECIA";3573,90;3573,90;2599,20;4223,70;3573,90;2599,20;2924,10;2924,10;2599,20;4406,27;8122,50;8772,30;7147,80;4548,60;8447,40;2599,20;6498,00;4223,70;5198,40;4548,60;6822,90;-;99926,87
"240700 LUIS GOMES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240710 MACAIBA";123680,37;289451,58;252881,64;254618,20;231380,73;160110,16;220887,38;262578,75;193459,14;196487,17;235881,21;204257,53;347929,69;386813,42;332611,54;310342,80;309292,91;266768,55;330981,82;349648,62;375409,82;344858,04;5980331,07
"240720 MACAU";16750,00;24564,76;39621,20;25411,95;22187,62;27957,28;15698,51;9370,84;7987,71;14185,65;5786,03;13067,55;50558,29;20541,62;18438,00;33093,38;32071,53;16012,59;37580,22;28166,57;34804,66;20087,90;513943,86
"240725 MAJOR SALES";963,96;1215,35;5041,36;3112,10;2174,30;3104,10;1009,31;2143,88;3604,05;1923,95;2925,30;1190,60;2022,82;2329,61;4464,39;2959,04;2765,24;915,04;2302,15;825,98;1092,81;814,58;48899,92
"240730 MARCELINO VIEIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240740 MARTINS";10549,89;8464,50;11398,40;8319,49;4712,57;3653,05;8666,65;1550,57;2928,20;4638,64;1830,17;6236,62;4752,81;2968,10;1725,09;7816,04;4140,87;3965,41;2238,62;3484,61;3108,38;2538,41;109687,09
"240750 MAXARANGUAPE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240760 MESSIAS TARGINO";1142,48;3933,46;5044,08;5319,42;3801,46;3824,05;1878,90;2842,29;2636,60;1807,73;5439,12;6654,62;12541,00;4688,72;2942,73;810,51;905,37;646,76;2869,76;3116,60;608,33;817,60;74271,59
"240770 MONTANHAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240780 MONTE ALEGRE";8977,16;10518,02;10115,46;11376,07;11077,64;15992,06;11611,97;16594,22;7674,07;8959,82;6015,79;7073,03;13281,92;7869,41;8780,93;8562,51;7135,48;5322,87;-;-;-;-;176938,43
"240790 MONTE DAS GAMELEIRAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240800 MOSSORO";5383828,52;6485413,85;6093219,90;6098977,29;5694199,49;6212025,82;5634070,30;5435469,68;5726669,01;5602587,27;5550871,79;5778340,86;5965906,66;5853926,94;6203170,89;6077606,02;6222593,79;5750983,60;5998833,15;5883513,59;5288401,16;5213752,52;128154362,10
"240810 NATAL";19936958,99;21841881,41;21911696,96;22204346,62;21752019,22;22908393,00;22546089,91;17936004,75;23156752,52;21200476,43;24065411,79;21392601,42;25585938,25;23818398,92;25595999,18;24366734,47;24318427,79;24595017,65;22003169,63;22774852,08;22241668,03;21814507,79;497967346,81
"240820 NISIA FLORESTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240830 NOVA CRUZ";16409,65;9840,64;18276,47;29336,00;27683,89;8512,06;16153,29;12810,67;14106,80;16172,44;21661,25;28305,05;28591,11;29146,98;30276,14;36097,35;39954,34;52411,87;54247,29;32247,10;26577,04;-;548817,43
"240840 OLHO-D'AGUA DO BORGES";-;-;-;-;-;-;-;-;-;2025,56;952,37;3948,49;1735,65;2864,82;1867,26;2223,21;2095,91;2576,05;883,74;875,71;-;-;22048,77
"240850 OURO BRANCO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240860 PARANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240870 PARAU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240880 PARAZINHO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240890 PARELHAS";13139,34;12747,34;16708,07;11002,90;11347,67;12201,74;7184,88;17365,08;11603,27;14627,79;8444,40;14139,62;5144,34;10771,01;15591,19;13758,29;9231,45;6781,48;9891,69;8019,40;10239,73;12101,49;252042,17
"240895 RIO DO FOGO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240910 PASSA E FICA";22499,44;19161,39;20455,02;13687,57;17693,14;7015,35;8068,56;5822,77;18381,14;24751,63;25831,42;26120,73;16633,49;13195,78;18455,66;16151,03;10941,88;13339,76;29952,74;25422,37;16996,12;11558,57;382135,56
"240920 PASSAGEM";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240930 PATU";7680,97;8775,51;3788,17;5024,59;5169,38;5042,25;3286,49;5425,59;5715,37;7279,83;6832,30;9291,12;4741,22;10114,48;5082,49;8013,97;4034,43;4869,92;5648,27;3786,89;-;-;119603,24
"240933 SANTA MARIA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240940 PAU DOS FERROS";470944,18;471376,70;573877,24;464547,93;592526,72;465173,64;456693,70;564540,71;511024,18;601322,99;505501,19;427212,99;627401,81;486506,24;471624,25;570342,04;558359,71;451315,32;383405,01;536509,78;333444,29;564930,36;11088580,98
"240950 PEDRA GRANDE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240960 PEDRA PRETA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240970 PEDRO AVELINO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"240980 PEDRO VELHO";4847,80;2826,15;6852,29;1925,14;1178,57;2409,40;2152,26;-;1269,24;1315,09;2462,96;1937,92;6328,23;2393,60;2510,28;1919,20;4806,11;5886,50;4201,79;3655,93;4725,55;5636,51;71240,52
"240990 PENDENCIAS";1585,90;4036,52;7469,38;5109,61;832,08;14516,95;6574,78;9834,88;3974,01;-;8094,01;4779,11;5463,98;4294,63;5030,16;5194,78;6456,14;4108,37;956,84;2537,97;-;-;100850,10
"241000 PILOES";3153,72;2092,94;1318,47;2149,82;1179,72;939,32;347,15;561,27;1382,93;3239,88;1854,64;2329,96;193,66;4684,96;2949,83;395,62;1064,72;2284,32;925,65;1767,49;1234,12;-;36050,19
"241010 POCO BRANCO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241020 PORTALEGRE";2520,50;4133,45;1102,65;1513,74;2609,19;2300,06;1396,17;2120,44;204,50;-;2873,33;5800,11;2833,11;1769,87;849,10;1233,70;2555,22;5258,14;2965,81;640,58;-;-;44679,67
"241025 PORTO DO MANGUE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241030 SERRA CAIADA";1946,07;2030,75;3180,15;1125,79;2609,59;218,68;1438,28;1173,06;2287,26;4902,26;511,30;479,19;1280,29;4226,61;635,03;582,42;3274,48;582,42;773,12;1578,25;1399,42;1084,59;37319,01
"241040 PUREZA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241050 RAFAEL FERNANDES";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241060 RAFAEL GODEIRO";11726,17;8916,93;10384,17;8940,87;8470,83;9486,34;6371,25;6899,49;6519,66;8314,81;4580,53;9737,81;15501,46;8360,77;11025,56;7154,82;9061,16;17144,54;8587,86;7274,80;-;-;184459,83
"241070 RIACHO DA CRUZ";5696,39;5172,16;2428,61;6194,51;2515,81;2956,64;3676,79;3329,69;3788,89;1551,25;4848,40;5679,46;6475,61;2785,24;3833,93;1395,08;2480,62;4381,00;3966,48;3149,16;4702,32;-;81008,04
"241080 RIACHO DE SANTANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241090 RIACHUELO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241100 RODOLFO FERNANDES";865,91;-;582,42;1130,67;334,57;218,68;615,10;582,42;1864,39;2252,42;907,04;-;726,30;-;-;-;-;-;-;-;-;-;10079,92
"241105 TIBAU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241110 RUY BARBOSA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241120 SANTA CRUZ";280332,20;255840,46;315491,67;432034,21;250288,11;481788,01;412245,80;298583,06;477493,05;400240,15;358089,33;438755,58;483967,19;425100,15;453503,94;354310,04;378039,87;458531,50;373331,01;382963,96;358328,02;347978,40;8417235,71
"241140 SANTANA DO MATOS";4691,01;9928,44;7319,14;8571,44;5875,71;5524,23;4191,28;2568,08;3629,42;7961,15;5692,26;9285,29;-;-;-;-;-;-;-;-;-;-;75237,45
"241142 SANTANA DO SERIDO";2845,00;1167,66;1407,52;817,10;1180,84;1567,06;590,42;1876,48;817,10;1535,99;226,68;296,10;702,77;3462,27;863,93;1804,53;226,68;1061,42;697,89;1061,63;-;-;24209,07
"241150 SANTO ANTONIO";251400,94;241883,21;116145,85;150687,55;370662,56;297291,07;294989,17;243910,01;190374,83;153950,48;176259,19;171007,24;276351,54;220181,96;265763,52;243343,86;219632,39;172165,43;180020,44;154463,16;74308,65;140449,16;4605242,21
"241160 SAO BENTO DO NORTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241170 SAO BENTO DO TRAIRI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241180 SAO FERNANDO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241190 SAO FRANCISCO DO OESTE";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241200 SAO GONCALO DO AMARANTE";200477,91;205937,33;238962,96;230673,18;220699,20;205319,57;199015,65;185920,89;129976,12;250416,09;135327,55;169983,16;260106,76;165879,52;179894,16;169486,24;156846,01;193237,24;123377,48;182289,83;143703,63;164088,31;4111618,79
"241210 SAO JOAO DO SABUGI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241220 SAO JOSE DE MIPIBU";196668,62;163099,41;186198,64;178218,79;159426,81;169113,99;148263,89;168897,81;160571,44;149925,37;202648,56;187448,57;210285,46;182765,65;195618,68;202433,82;181221,63;169080,61;187736,63;198420,84;214156,93;165438,61;3977640,76
"241230 SAO JOSE DO CAMPESTRE";3235,95;2888,17;4263,65;5309,32;7561,90;3779,57;5405,90;3447,93;4266,60;792,51;2016,57;4815,34;4213,20;5517,35;5101,79;2433,15;7289,09;3641,66;5447,05;4068,62;4056,60;4979,52;94531,44
"241240 SAO JOSE DO SERIDO";1187,37;1393,77;4742,56;977,31;2443,97;3665,95;2286,89;285,27;998,80;2094,75;2685,52;2948,09;3494,10;2321,68;1808,12;1113,30;3073,65;1768,77;2885,52;1415,09;3398,88;3063,54;50052,90
"241250 SAO MIGUEL";4174,89;6232,83;4776,00;10551,95;5070,28;5162,41;1781,96;-;5501,65;2391,81;9785,49;3884,72;5660,21;4304,94;3197,39;4111,81;3056,76;2006,68;9393,84;-;-;-;91045,62
"241255 SAO MIGUEL DO GOSTOSO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241260 SAO PAULO DO POTENGI";35035,76;44789,25;42408,44;75711,23;51759,91;24821,24;47633,24;38363,18;22914,51;31737,28;26892,82;30895,94;26192,01;27195,44;24980,10;30899,59;31674,58;29007,91;30618,22;27446,72;43410,64;33860,47;778248,48
"241270 SAO PEDRO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241280 SAO RAFAEL";14144,77;5578,40;3768,46;6973,09;5528,89;4682,37;5580,87;218,68;644,12;614,42;262,57;1489,46;4643,46;7030,36;3612,48;4868,85;8983,34;6358,36;5683,65;8690,72;6729,44;3209,27;109296,03
"241290 SAO TOME";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241300 SAO VICENTE";4174,96;1650,20;1692,28;3135,33;2532,95;947,04;2949,24;1393,71;2451,32;1357,41;1303,65;1619,13;4537,74;3782,37;5715,08;5413,04;4524,15;2384,81;2705,98;5986,19;-;-;60256,58
"241310 SENADOR ELOI DE SOUZA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241320 SENADOR GEORGINO AVELINO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241330 SERRA DE SAO BENTO";1432,99;-;204,50;366,39;187,13;957,82;592,06;-;776,08;182,57;504,25;186,06;582,42;539,56;1000,49;797,68;892,60;756,84;582,42;1656,30;2873,69;174,42;15246,27
"241335 SERRA DO MEL";2175,44;6048,62;6826,41;3010,58;4616,78;4050,37;1711,41;2430,93;3204,72;907,32;3408,45;4333,69;1534,07;4099,07;1747,31;697,87;1170,54;2515,94;3980,74;2683,01;1534,07;-;62687,34
"241340 SERRA NEGRA DO NORTE";6309,38;5000,81;2688,75;4502,64;1947,14;3638,36;2678,24;2919,57;1319,71;2902,51;1649,00;3692,88;193,66;4852,87;720,03;2175,54;1390,04;3759,32;1566,09;4855,00;-;-;58761,54
"241350 SERRINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241355 SERRINHA DOS PINTOS";582,42;3605,78;5525,02;3000,94;2298,84;3813,06;2557,08;2139,67;2931,03;582,42;1570,08;3912,74;3459,23;2250,30;4079,11;2202,03;2013,94;1068,56;1590,93;415,44;2980,50;3564,02;56143,14
"241360 SEVERIANO MELO";3670,47;1435,22;2548,36;4688,27;1965,94;4515,45;2053,50;2056,72;-;1864,30;1448,33;6632,43;3633,10;2468,11;2532,92;1731,82;2597,73;865,91;3811,17;3414,27;2310,37;2030,75;58275,14
"241370 SITIO NOVO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241380 TABOLEIRO GRANDE";1034,27;1645,35;2013,44;1257,87;865,91;852,80;1122,78;3281,78;947,92;266,68;1536,81;653,42;2278,20;1822,19;2912,60;1029,34;504,95;1244,72;472,80;1225,78;2231,78;204,50;29405,89
"241390 TAIPU";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241400 TANGARA";2452,20;3652,40;4362,54;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10467,14
"241410 TENENTE ANANIAS";176017,59;156000,46;169571,42;153376,48;162510,95;80607,81;127615,78;104385,65;101107,93;114286,82;85026,94;102858,46;75497,62;94127,07;143281,37;123705,45;139868,83;140517,28;87400,94;147532,82;87169,49;102061,64;2674528,80
"241415 TENENTE LAURENTINO CRUZ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241420 TIBAU DO SUL";1932,94;3137,34;1515,65;2559,87;1039,96;2067,31;3238,28;5080,27;547,93;3116,35;2230,83;2662,78;1306,76;3829,77;4055,66;5605,00;4094,61;4361,50;2645,34;4684,55;-;-;59712,70
"241430 TIMBAUBA DOS BATISTAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241440 TOUROS";14216,45;10843,12;21402,09;17826,00;13021,28;17104,79;14813,29;17965,71;11351,22;10354,63;14684,15;16651,02;17406,34;21316,63;13189,43;21132,16;14760,19;15652,85;16672,39;17649,65;14639,83;12837,45;345490,67
"241445 TRIUNFO POTIGUAR";1407,82;218,68;582,42;1433,51;582,42;190,70;1891,09;1736,64;267,65;837,73;512,78;673,97;1386,51;4358,58;3132,27;-;3355,09;3826,80;3502,40;231,64;2993,06;-;33121,76
"241450 UMARIZAL";1489,74;438,04;132,66;854,26;2132,17;1201,24;3083,79;1791,48;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11123,38
"241460 UPANEMA";4400,45;6385,69;2413,56;2432,65;3244,35;1380,58;3823,37;2138,66;1057,61;2964,29;1354,51;2835,24;2971,97;3624,90;3099,91;1915,01;5736,04;3420,69;2071,39;2811,86;5067,97;-;65150,70
"241470 VARZEA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241475 VENHA-VER";198,57;190,57;1609,11;654,42;590,42;614,42;330,48;931,32;598,42;340,62;614,42;252,50;1077,86;198,57;598,42;364,62;332,62;2011,72;1859,26;1069,86;426,48;1091,80;15956,48
"241480 VERA CRUZ";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241490 VICOSA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"241500 VILA FLOR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
" MUNICIPIO IGNORADO - PB";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250010 AGUA BRANCA";3263,41;6547,93;6273,10;4315,38;6038,48;8637,62;6748,88;4761,50;3621,38;14042,93;16266,37;16112,68;12443,76;12801,79;12024,45;12650,41;9270,85;7873,38;12002,44;6888,33;12083,76;6853,22;201522,05
"250020 AGUIAR";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250030 ALAGOA GRANDE";11112,85;8802,98;9537,34;5760,99;12293,66;10076,15;5832,12;5701,73;12321,69;7154,01;5939,01;12260,08;15154,11;17731,75;17258,11;6152,56;13538,37;11197,57;9479,77;8092,03;8090,71;-;213487,59
"250040 ALAGOA NOVA";10371,08;11920,76;16229,68;17044,74;14456,47;13243,05;9458,34;11182,94;9896,39;8658,10;10921,24;7758,95;7235,90;11696,97;7485,17;8993,43;9896,02;6574,08;11639,70;11688,99;8106,68;8784,72;233243,40
"250050 ALAGOINHA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250053 ALCANTIL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250057 ALGODAO DE JANDAIRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250060 ALHANDRA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250070 SAO JOAO DO RIO DO PEIXE";16695,38;13426,40;12830,88;8012,35;13588,33;9756,22;7296,23;7889,03;10490,60;8938,07;10295,65;10849,72;9550,64;11517,79;8834,81;6339,94;10740,38;7754,40;13521,14;7678,53;-;-;206006,49
"250073 AMPARO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250077 APARECIDA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250080 ARACAGI";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250090 ARARA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250100 ARARUNA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250110 AREIA";7170,50;6993,55;6201,61;4366,28;6422,35;5989,59;3431,94;4995,76;5806,93;7134,31;6173,17;7118,63;6632,01;8048,36;5046,69;5876,37;6281,59;-;-;-;-;-;103689,64
"250115 AREIA DE BARAUNAS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250120 AREIAL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250130 AROEIRAS";7585,11;8980,75;8252,78;4017,78;9264,55;7482,90;5495,83;8035,14;4069,70;7093,63;11403,56;7471,36;9972,40;8567,62;14380,89;14596,33;9802,46;5433,89;5581,21;14308,20;-;-;171796,09
"250135 ASSUNCAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250140 BAIA DA TRAICAO";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250150 BANANEIRAS";9475,11;12093,68;13025,81;14692,74;18908,39;19853,27;12678,80;13597,08;8004,73;8805,08;9963,11;15430,40;14937,39;12240,54;15475,05;12235,17;16846,60;17944,65;12404,81;16064,14;13289,79;10834,42;298800,76
"250153 BARAUNA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250157 BARRA DE SANTANA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250160 BARRA DE SANTA ROSA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250170 BARRA DE SAO MIGUEL";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250180 BAYEUX";65820,39;100244,17;83358,87;77494,54;100710,42;57749,58;-;-;-;-;-;-;-;-;-;-;-;-;-;12418,25;25854,87;-;523651,09
"250190 BELEM";76071,84;92233,72;124002,27;155309,38;89716,36;91358,27;96218,64;10086,01;46442,25;45458,37;39138,65;59437,68;69811,51;40451,27;101316,68;63798,67;128259,10;210753,91;177057,47;118410,49;146082,98;140442,03;2121857,55
"250200 BELEM DO BREJO DO CRUZ";2500,30;3189,81;4915,33;2072,52;1923,40;3400,68;3833,92;1384,00;2431,10;4226,50;3776,73;3604,41;2746,58;3231,56;1958,52;3163,85;3443,82;3926,90;3536,86;-;-;-;59266,79
"250205 BERNARDINO BATISTA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
"250210 BOA VENTURA";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
